union,company,address,election_date,outcome,elig_voter,fst_votes,votes_no,challenged,latitude,longitude
SEIU,"LA PAZ MEDICAL CLINIC, INC.","6831 SEVILLE AVE, HUNTINGTON PARK, CA 902554898",12/14/89,Lost,20,5,11,1,33.9770571,-118.2227745
IBT,NORDWINS CORP,"1513 MIRASOL ST, LOS ANGELES, CA 900233278",12/20/89,Lost,156,64,75,0,34.0156355,-118.1996187
IBT,CONWAY'S TOW SERVICE,"1426 MONTANA AVE, SANTA MONICA, CA 904031712",12/20/89,Won,8,3,1,0,34.0326219,-118.4943795
IUOE,ANGELICA HEALTH CARE,"451 N SAN FERNANDO RD, LOS ANGELES, CA 900311731",12/21/89,Won,7,6,1,0,34.076705,-118.2223022
IBT,DAVEY TREE,"1770 N HIGHLAND AVE, LOS ANGELES, CA 900284406",12/29/89,Won,58,48,3,2,34.0967733,-118.3388549
IBT,FRANCISCO DISTRIBUTING COMPANY,"780 S ALAMEDA ST, LOS ANGELES, CA 900211624",1/4/90,Won,61,36,14,1,34.030914,-118.2377691
IBT,INTERSTATE DISTRIBUTION SERVICES CORP.,"1200 W ARTESIA BLVD, COMPTON, CA 902205306",1/5/90,Won,14,7,5,0,33.8724655,-118.2429773
IBT,WESTWOOD CLUB SERVICE,"1641 SAWTELLE BLVD, LOS ANGELES, CA 900253147",1/9/90,Lost,11,3,8,0,34.046029,-118.4482261
IUOE,LIQUID CARBONIC SPECIALTY GAS CORP.,"5700 S ALAMEDA ST, LOS ANGELES, CA 900583431",1/10/90,Lost,4,0,3,0,33.9905557,-118.2374076
ATU,"ENCORE TEMPS, INC.","9911 W PICO BLVD, LOS ANGELES, CA 900352703",1/12/90,Won,31,24,7,0,34.0534731,-118.4042078
IBT,MEDWAY PLASITCS CORPORATION,"2205 E CHERRY CIR # C, LONG BEACH, CA 908054413",1/18/90,Won,54,33,17,0,33.8580376,-118.1663003
IBEW,W. RIEDEL & CO.,"300 CYPRESS AVE, ALHAMBRA, CA 918013001",1/19/90,Won,43,22,20,1,34.0903071,-118.1497998
UFCW,PUBLIC STORAGE RENTAL SPACES,"1015 GRANDVIEW AVE, GLENDALE, CA 912012205",1/23/90,Lost,132,9,94,0,34.1635333,-118.2823078
IBT,"NIKON, INC.","19601 HAMILTON AVE, TORRANCE, CA 905021306",1/25/90,Lost,42,11,20,8,33.8527919,-118.2869209
IBEW,PARAGON CABLE,"1511 CRAVENS AVE, TORRANCE, CA 905012706",1/31/90,Lost,36,5,29,0,33.8334669,-118.3171267
LIUNA,ATLANTIC ENGINEERING & CONSTRUCTION,"13105 RAMONA BLVD, BALDWIN PARK, CA 917063858",2/2/90,Won,11,8,1,0,34.0802613,-117.9880948
IBB,ATLANTIC ENGINEERING & CONSTRUCTION,"13105 RAMONA BLVD, BALDWIN PARK, CA 917063858",2/2/90,Won,3,3,0,0,34.0802613,-117.9880948
IBT,SOHNEN ENTERPRISES INC.,"9206 SANTA FE SPRINGS RD, SANTA FE SPRINGS, CA 906702674",2/7/90,Won,182,89,84,1,33.955874,-118.051754
IBT,"BESTWAY RECYCLING CO., INC.","2268 FIRESTONE BLVD, LOS ANGELES, CA 900021546",2/16/90,Lost,37,14,23,0,33.9576443,-118.2316241
IBT,UNITED PRESORT SERVICE,"4920 S SOTO ST, LOS ANGELES, CA 900582912",2/16/90,Lost,55,14,35,4,33.9984989,-118.2193681
IBT,"LUNDAY-THAGARD COMPANY, INC.","9302 GARFIELD AVE, SOUTH GATE, CA 902803805",2/22/90,Lost,95,39,52,0,33.9452571,-118.165693
IUOE,REEF FUNDS,"10250 SANTA MONICA BLVD, LOS ANGELES, CA 900676501",3/1/90,Lost,4,2,2,0,34.0586592,-118.4190309
IBT,"CONSOLIDATED DISPOSAL SERVICE, INC.","12235 LOS NIETOS RD, SANTA FE SPRINGS, CA 906702909",3/1/90,Won,145,85,39,7,33.9533836,-118.0645985
IBEW,NATIONAL LIGHTING SUPPLY,"1365 S EASTERN AVE, LOS ANGELES, CA 900224835",3/2/90,Lost,31,6,24,0,34.0149708,-118.1743443
UAW,HAYWARD POOL PRODUCTS,"2875 POMONA BLVD, POMONA, CA 917683281",3/2/90,Lost,65,18,45,2,34.052964,-117.8051952
IAM,THE BARBER-WEBB COMPANY,"3833 MEDFORD ST, LOS ANGELES, CA 900631997",3/5/90,Won,56,38,10,5,34.0599174,-118.1840632
IBT,"FAMILIAN PIPE AND SUPPLY COMPANY, INC.","1144 W AVENUE L12, LANCASTER, CA 935347047",3/8/90,Won,11,6,5,0,34.6491826,-118.1518565
UBC,ZONE STORE FIXTURES MANUFACTURING CO.,"843 E 31ST ST, LOS ANGELES, CA 900112006",3/16/90,Won,32,16,12,1,34.0167514,-118.2603825
IATSE,DEKTOR HIGGINS AND ASSOCIATES,"1151 N HIGHLAND AVE, LOS ANGELES, CA 900381204",3/16/90,Won,70,41,0,1,34.0921172,-118.3389351
SMW,"J.F. DUNCAN IND. / DURAY, INC.","9301 STEWART AND GRAY RD, DOWNEY, CA 902415315",3/16/90,Won,63,35,25,0,33.9298138,-118.1204131
AFT,KEDREN COMMUNITY HEALTH CENTER INC.,"3860 CRENSHAW BLVD STE 2, LOS ANGELES, CA 900081816",3/20/90,Won,109,60,33,0,34.015654,-118.3347101
IBT,BUDGET RENT A CAR / AIRPORT,"9775 AIRPORT BLVD, LOS ANGELES, CA 900455498",3/22/90,Won,260,153,82,0,33.94762,-118.38649
IBT,"MURCOLE, INC.","1105 S ALAMEDA ST, COMPTON, CA 902204896",3/30/90,Lost,10,1,4,0,33.88659,-118.21896
LIUNA,MARTIN OUTDOOR ADVERTISING,"45424 SIERRA HWY, LANCASTER, CA 935341630",3/30/90,Lost,13,4,8,1,34.7081977,-118.1382119
IBEW,"MAPO, INC. / WALT DISNEY PRODUCT","1401 FLOWER ST, GLENDALE, CA 912012421",4/12/90,Lost,77,24,50,0,34.161897,-118.2883687
IBT,"FOOD ACCOUNTING SERVICES, INC.","7512 SCOUT AVE, BELL GARDENS, CA 902014934",4/13/90,Won,16,10,5,0,33.9617393,-118.1442583
IBT,FRITO-LAY,"8734 BELLANCA AVE, LOS ANGELES, CA 900454484",4/19/90,Lost,95,10,77,3,33.9574675,-118.3797569
MPBP,FAITH PLATING COMPANY,"7141 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 900465899",4/19/90,Lost,52,11,32,5,34.0912678,-118.3457611
LOCAL,DOUGLAS AIRCRAFT COMPANY,"3855 N LAKEWOOD BLVD, LONG BEACH, CA 908460003",4/19/90,Won,79,42,13,2,33.82705,-118.14446
IBT,PRUDENTIAL OVERALL SUPPLY,"951 SANDHILL AVE, CARSON, CA 907461211",4/20/90,Lost,17,7,10,0,33.8792466,-118.258601
ACTWU,"CELS ENTERPRISES, INC.","3610 S SAN PEDRO ST, LOS ANGELES, CA 900115614",4/22/90,Lost,151,40,83,3,34.0129307,-118.2666985
LOCAL,DOUGLAS AIRCRAFT CO.,"3855 N LAKEWOOD BLVD, LONG BEACH, CA 908460003",5/1/90,Won,126,55,30,15,33.82705,-118.14446
IBT,"TREASURE HUNT, INC.","3100 E SLAUSON AVE, LOS ANGELES, CA 900583913",5/3/90,Lost,12,4,6,2,33.9888449,-118.212599
SEIU,GOLDEN STATES REHAB. & CONVALSCENT,"1758 BIG DALTON AVE, BALDWIN PARK, CA 917065998",5/10/90,Won,114,67,23,0,34.0687619,-117.9671421
IBT,FRANCISCO DISTRIBUTING COMPANY,"780 S ALAMEDA ST, LOS ANGELES, CA 900211624",5/15/90,Won,9,5,3,0,34.030914,-118.2377691
USW,"ARVAN, INC.","1520 W 139TH ST, GARDENA, CA 902492604",5/17/90,Lost,56,14,36,1,33.9052113,-118.3032256
IBT,"GSX CHEMICAL SERVICES, INC.","221 E D ST, WILMINGTON, CA 907445911",5/18/90,Won,18,8,3,0,33.7744939,-118.2599257
IBT,KENWOOD USA,"2201 E DOMINGUEZ ST, CARSON, CA 908101009",5/24/90,Won,23,12,10,1,33.840375,-118.228604
IUE,HUFCOR AIRWALL,"8140 ROSECRANS AVE, PARAMOUNT, CA 907232754",5/25/90,Won,35,21,13,0,33.9033873,-118.1565817
ANA,DESERT HOSPITAL,"1150 S INDIANA ST, LOS ANGELES, CA 900233215",6/1/90,Lost,463,190,194,4,34.019563,-118.1921545
IBT,PRUDENTIAL OVERALL SUPPLY,"17641 FABRICA WAY, CERRITOS, CA 907037016",6/8/90,Won,35,26,7,0,33.8699932,-118.0322482
IBT,PEP BOYS,"2640 E 45TH ST, LOS ANGELES, CA 900582202",6/13/90,Won,142,73,59,0,34.0027725,-118.2405791
LOCAL,HARRIS TRUCKING CO.,"16217 ATLANTIC PL, PARAMOUNT, CA 907234713",6/14/90,Lost,6,0,5,0,33.8862933,-118.1857572
IBT,MICHELSON FOOD SERVICE,"9324 SAN FERNANDO RD, SUN VALLEY, CA 913521417",6/19/90,Won,19,14,0,0,34.238708,-118.392139
UFCW,UNOCAL CORP.,"1201 W 5TH ST, LOS ANGELES, CA 900172019",6/21/90,Lost,49,23,26,0,34.0547362,-118.2604944
LDC,PRUDENTIAL OVERALL SUPPLY,"951 SANDHILL AVE, CARSON, CA 907461211",6/29/90,Won,32,24,7,0,33.8792466,-118.258601
IBT,"G & K SERVICES, INC.","3900 S MAIN ST, LOS ANGELES, CA 900371020",7/1/90,Won,16,9,6,1,34.011959,-118.273643
SEIU,"MISSION HILLS BOWL, INC.","10430 SEPULVEDA BLVD, MISSION HILLS, CA 913452424",7/6/90,Lost,12,1,10,0,34.2602016,-118.4664296
IUE,SERROT CORP.,"5401 ARGOSY AVE, HUNTINGTON PARK, CA 926491060",7/6/90,Won,23,14,8,1,33.7416295,-118.0351673
IUE,SERROT CORP.,"5401 ARGOSY AVE, HUNTINGTON PARK, CA 926491060",7/6/90,Won,169,78,56,10,33.7416295,-118.0351673
IUE,SERROT CORP.,"5401 ARGOSY AVE, HUNTINGTON PARK, CA 926491060",7/6/90,Won,4,3,0,1,33.7416295,-118.0351673
IBT,COAST PRODUCE CO.,"1022 E 24TH ST, LOS ANGELES, CA 900111617",7/18/90,Lost,11,1,6,3,34.0216517,-118.2571958
IUOE,NIXON-EGLI EQUIPMENT CO.,"12030 CLARK ST, SANTA FE SPRINGS, CA 906703709",7/23/90,Lost,15,0,13,0,33.938225,-118.075919
HERE,SAN PEDRO VAGABOND INN,"215 S GAFFEY ST, SAN PEDRO, CA 907312431",7/23/90,Lost,18,5,5,0,33.7419444,-118.2927778
HERE,VAGABOND INN,"185 ATLANTIC AVE, LONG BEACH, CA 908025121",7/23/90,Lost,9,0,8,0,33.7691827,-118.1851934
IBT,SURBURBAN PROPANE/QUANTUM CHEMICAL,"2675 W TEMPLE ST, LOS ANGELES, CA 900264821",7/27/90,Lost,29,6,20,1,34.073068,-118.2755315
IBT,"PATRICK OF CALIFORNIA, INC.","210 E MANVILLE ST, COMPTON, CA 902205603",8/1/90,Won,115,70,39,1,33.8700929,-118.2183083
LDC,EL SEGUNDO CLEANERS & LAUNDRY,"200 NEVADA ST, EL SEGUNDO, CA 902454210",8/3/90,Lost,44,1,38,3,33.9181529,-118.4035386
SEIU,LAKEWOOD MANOR NORTH,"831 S LAKE ST, LOS ANGELES, CA 900574013",8/10/90,Lost,69,22,37,0,34.0546982,-118.2797957
SEIU,"ACTIVE WEST, INC.","1515 HAWTHORNE BLVD, REDONDO BEACH, CA 902783984",8/16/90,Won,22,13,7,0,33.868546,-118.35439
UAW,WESTLAND PACKAGING INC.,"11353 BRADLEY AVE, PACOIMA, CA 913312302",8/23/90,Lost,56,18,35,0,34.2759198,-118.4263142
SMW,"EDRON WORLD INDUSTRIES, INC.","3019 VAIL AVE, LOS ANGELES, CA 900402617",8/24/90,Won,69,43,25,0,33.9882737,-118.1335263
SMW,HYCOMETALS & SUPPLY,"2623 RIVER AVE, ROSEMEAD, CA 917703301",8/24/90,Won,31,22,8,0,34.0598728,-118.0735389
RWAW,MAINTENANCE ROOF SERVICE,"219 BAY VIEW AVE, WILMINGTON, CA 907445345",8/30/90,Lost,19,0,2,0,33.7724233,-118.2700512
LOCAL,MISSION INDUSTRIES,"12629 SATICOY ST S, NORTH HOLLYWOOD, CA 916054381",8/30/90,Lost,15,0,15,0,34.2058602,-118.4082268
IBT,"BUCKEYE BRASS FOUNDRY, INC.","6244 S ALAMEDA, HUNTINGTON PARK, CA 92646",8/31/90,Won,34,29,4,1,33.9839815,-118.2357725
UA,"QUALITY REFRIGERATION CO., INC.","533 N FRIES AVE, WILMINGTON, CA 907445521",9/1/90,Lost,10,0,9,0,33.7763342,-118.2651166
IBT,"SECURITY ENVIRONMENTAL SYSTEMS, INC.","3691 BANDINI BLVD, LOS ANGELES, CA 900234514",9/5/90,Lost,30,2,22,2,34.0075492,-118.1985679
IBT,BEVERLY MANOR CONVALESCENT HOSPITAL,"9541 VAN NUYS BLVD, PANORAMA CITY, CA 914021315",9/6/90,Lost,72,26,35,0,34.2440509,-118.4507182
IBT,"RENGENBERGER, INC.","4341 E WASHINGTON BLVD, LOS ANGELES, CA 900234409",9/7/90,Lost,18,6,7,0,34.0103034,-118.1872024
IBT,L.A. STAFFING,"1520 WILCOX AVE, LOS ANGELES, CA 900287309",9/10/90,Lost,27,8,18,0,34.0988529,-118.3303966
PGOC,"EXCEL SECURITY SERVICES, INC.","200 N DOUGLAS ST, EL SEGUNDO, CA 902454616",9/10/90,Won,147,92,0,0,33.9186028,-118.3799309
IUOE,MONTENAY PACIFIC POWER CORP.,"100 HENRY FORD AVE, LONG BEACH, CA 908021039",9/11/90,Won,46,32,13,0,33.7621094,-118.240411
IBT,"INTERNATIONAL MARINE PRODUCTS, INC.","500 E 7TH ST, LOS ANGELES, CA 900142410",9/14/90,Won,22,13,7,0,34.0411966,-118.2474816
IBT,"FILMTRUCKS, INC.","11166 GAULT ST, NORTH HOLLYWOOD, CA 916056305",9/14/90,Lost,14,4,10,0,34.1989748,-118.3747741
IBT,"GEMLINE FRAME CO., INC.","1000 E MACY ST, LOS ANGELES, CA 900331298",9/20/90,Won,152,116,21,1,34.0522342,-118.2436849
UWA,CALIFORNIA AMERICAN WARER CO.,"PO BOX 80338, LOS ANGELES, CA 900800338",9/20/90,Lost,8,1,6,0,34.0522342,-118.2436849
SEIU,BURLINGTON CONVALESCENT HOSPITAL,"845 S BURLINGTON AVE, LOS ANGELES, CA 900574296",9/25/90,Lost,79,21,38,12,34.052362,-118.2755392
IBT,"CALIFORNIA SUPPLY, INC.","491 E COMPTON BLVD, GARDENA, CA 902482078",9/28/90,Lost,23,1,22,0,33.8954966,-118.2681238
IBT,REYNOLDS PAPER MILL,"2801 VAIL AVE, LOS ANGELES, CA 900402613",10/5/90,Lost,78,17,37,7,33.9921903,-118.1314691
GCIU,REYNOLDS & REYNOLDS,"11500 SHERMAN WAY, NORTH HOLLYWOOD, CA 916055827",10/5/90,Won,6,6,0,0,34.2009138,-118.3817069
IBT,NEWELL HOME HARDWARE/DORFILE PRODUCTS,"6414 GAYHART ST, LOS ANGELES, CA 900402506",10/10/90,Lost,83,32,47,0,34.000776,-118.1395147
IBB,"CHEVRON U.S.A., INC.","324 W EL SEGUNDO BLVD, EL SEGUNDO, CA 902453680",10/10/90,Lost,40,1,31,0,33.9158249,-118.4189587
IBT,"NODICE, INC.","20704 S FORDYCE AVE, CARSON, CA 908101020",10/19/90,Lost,20,6,10,0,33.8427723,-118.2235281
SEIU,GAREY CENTER BOWL,"3285 N GAREY AVE, POMONA, CA 917671307",10/22/90,Lost,11,4,6,0,34.1064464,-117.7492488
IATSE,FILM ROMAN,"10635 RIVERSIDE DR, NORTH HOLLYWOOD, CA 916022341",10/24/90,Lost,26,2,19,2,34.1524971,-118.3627677
IBT,"C. W. S., INC.","5002 LONG BEACH AVE, LOS ANGELES, CA 900581919",10/25/90,Lost,7,2,4,0,33.9977342,-118.2425914
LOCAL,"G & K SERVCIES, INC.","3900 S MAIN ST, LOS ANGELES, CA 900371020",10/30/90,Lost,8,0,8,0,34.011959,-118.273643
IUE,GERON FURNITURE,"19808 NORMANDIE AVE, TORRANCE, CA 905021112",11/2/90,Won,157,110,36,2,33.8510486,-118.2984302
IBT,"YUMA FREIGHT LINES, INC.","1036 S MAPLE AVE, MONTEBELLO, CA 906406006",11/2/90,Lost,40,13,20,2,33.9952369,-118.1241546
OCAW,HYDRO SERVICES,"1322 W 17TH ST, LONG BEACH, CA 908131312",11/2/90,Lost,96,39,46,0,33.7878717,-118.2098372
SEIU,L.A. COUNTY MEDICAL ASSOC.,"1925 WILSHIRE BLVD, LOS ANGELES, CA 900573604",11/8/90,Won,10,6,2,1,34.057501,-118.2741775
IBT,SIKA CORP.,"12767 IMPERIAL HWY, SANTA FE SPRINGS, CA 906704711",11/9/90,Won,14,13,0,0,33.9181251,-118.0600662
LOCAL,ABC PLAZA APPLIANCE CENTER INC.,"928 S WESTERN AVE, LOS ANGELES, CA 900061000",11/16/90,Lost,16,4,10,1,34.0551296,-118.3088155
IBT,PACIFIC COAST LAUNDRY,"3436 E OLYMPIC BLVD, LOS ANGELES, CA 900233031",11/16/90,Won,48,25,16,1,34.018523,-118.2037291
SMW,"WEST COAST STAINLESS PRODUCTS, INC.","2450 E 53RD ST, HUNTINGTON PARK, CA 90255",11/16/90,Won,46,23,21,1,33.9946243,-118.2283117
IBT,"PPG INDUSTRIES, INC.","11929 HAMDEN PL, SANTA FE SPRINGS, CA 906703215",11/27/90,Lost,6,2,4,0,33.948785,-118.078026
LDC,"DICKIES, NATIONAL SERVICE INDUSTRIES","17711 CRABB LN, HUNTINGTON PARK, CA 926476706",11/29/90,Won,44,24,18,1,33.7050824,-117.9950893
IBT,"GLESBY BUILDING MATERIALS CO., INC.","15119 OXNARD ST, VAN NUYS, CA 914112615",11/30/90,Lost,12,1,9,0,34.1796584,-118.4626041
TNG,TWIN COAST NEWSPAPERS/PRESS TELEGRAM,"604 PINE AVE, LONG BEACH, CA 908440003",12/7/90,Won,2,2,0,0,33.7744261,-118.1920763
IBT,"GEMLINE FRAME CO., INC.","PO BOX 33816, LOS ANGELES, CA 900330816",12/13/90,Won,6,6,0,0,34.0522342,-118.2436849
LOCAL,DOUGLAS AIRCRAFT CO.,"3855 N LAKEWOOD BLVD, LONG BEACH, CA 908460003",12/13/90,Won,104,57,3,6,33.82705,-118.14446
IBT,U-LITE JUICE CO.,"2132 HYDE PARK BLVD, LOS ANGELES, CA 900471018",12/14/90,Won,11,7,4,0,33.9846153,-118.3166518
HERE,ERNST MUELLER FINE BAKING,"2723 WILSHIRE BLVD, SANTA MONICA, CA 904034705",12/14/90,Won,28,19,9,0,34.0375596,-118.4760519
GCIU,DAILY NEWS,"PO BOX 4200, WOODLAND HILLS, CA 913654200",12/14/90,Won,12,9,3,0,34.165357,-118.6089752
IBT,"DOLLAR RENT A CAR, INC.","6141 W CENTURY BLVD, LOS ANGELES, CA 900455359",12/20/90,Won,105,56,46,0,33.9469667,-118.3927591
IAM,"AMERICAN RACING EQUIPMENT, INC.","19200 S REYES AVE, COMPTON, CA 902215812",12/20/90,Won,1194,655,403,29,33.8558883,-118.2081527
HERE,SHERATON SAN PEDRO HOTEL,"601 S PALOS VERDES ST, SAN PEDRO, CA 907313329",12/21/90,Won,5,1,0,0,33.7383117,-118.282028
ACTWU,"BROOKS BROTHERS, INC.","604 S FIGUEROA ST, LOS ANGELES, CA 900173406",1/10/91,Won,11,9,2,0,34.050432,-118.2584902
URW,"GLOBAL PROCESSING, INC.","11831 WAKEMAN ST, SANTA FE SPRINGS, CA 906702130",1/11/91,Won,39,20,15,0,33.9667316,-118.0614658
SEIU,KOREAN MAINTENANCE COMPANY,"548 S SPRING ST STE 3, LOS ANGELES, CA 900132307",1/16/91,Lost,41,10,17,4,34.0458382,-118.2503325
UAW,DELTA-STAG CORP.,"7601 RAMISH AVE, BELL GARDENS, CA 902014831",1/16/91,Lost,23,10,10,0,33.9626747,-118.1497998
BCTW,"VICORP RESTAURANTS, INC.","12865 ANN ST, SANTA FE SPRINGS, CA 906703025",1/18/91,Lost,223,57,152,1,33.9527428,-118.0507241
USW,"DEVILLE FURNITURE MFG., CO., INC.","12024 CENTER ST, SOUTH GATE, CA 902807836",1/25/91,Lost,120,15,68,16,33.917895,-118.165332
SEIU,MARIPOSA RETIREMENT CENTER,"1220 MARIPOSA ST, GLENDALE, CA 912053254",1/30/91,Lost,30,12,15,3,34.1319615,-118.2496015
IBT,"COMPEX SYSTEMS, INC.","3525 EASTHAM DR, CULVER CITY, CA 902322440",2/1/91,Lost,243,19,210,9,34.0258046,-118.3780608
SMW,"ARTHURMADE PLASTICS, INC.","2515 YATES AVE, LOS ANGELES, CA 900402619",2/5/91,Lost,8,1,6,1,33.9940785,-118.1352432
IBT,"VALVOLINE, INC./ASHLAND OIL, INC.","9520 JOHN ST, SANTA FE SPRINGS, CA 906702976",2/6/91,Lost,36,17,19,0,33.9533143,-118.0614235
IAM,"BERGANDI MFG., CO., INC.","1520 ADELIA AVE, SOUTH EL MONTE, CA 917333094",2/15/91,Won,106,79,18,5,34.0471549,-118.057092
UFCW,"PACIFIC FRESH FOODS, INC.","1729 E 21ST ST, LOS ANGELES, CA 900581038",2/21/91,Won,47,28,10,7,34.0179008,-118.2417895
IAM,"BERGANDI MFG., CO., INC.","1520 ADELIA AVE, SOUTH EL MONTE, CA 917333094",3/7/91,Won,3,3,0,0,34.0471549,-118.057092
SMW,"MERCURY FIXTURES MFG., CO.","119 W JEFFERSON BLVD, LOS ANGELES, CA 900074122",3/14/91,Won,11,9,2,0,34.019293,-118.2729899
USW,WEINER STEEL CORP.,"8200 SLAUSON AVE, PICO RIVERA, CA 906604321",3/15/91,Won,42,29,13,0,33.9745142,-118.1177167
IBT,SATIN AIR FREIGHT,"5140 W 104TH ST, INGLEWOOD, CA 903041128",3/19/91,Won,6,5,1,0,33.9414977,-118.3693061
HERE,"KIAN HUAT INVESTMENT, INC.","925 S FIGUEROA ST, LOS ANGELES, CA 900151302",3/20/91,Lost,44,14,24,0,34.045886,-118.264036
IBT,DOUGLAS AIRCRAFT CO.,"3844 N LAKEWOOD BLVD, LONG BEACH, CA 908081710",3/20/91,Lost,60,14,36,0,33.8274384,-118.1425058
LOCAL,WMP SECURITY,"900 S GARFIELD AVE, ALHAMBRA, CA 918014441",3/21/91,Lost,51,16,18,0,34.0854442,-118.1226361
URW,SPARTECH PLASTICS,"14263 GANNET ST, LA MIRADA, CA 906385287",3/22/91,Lost,99,22,70,0,33.8946205,-118.0278932
IBT,SMART & FINAL IRIS CORP.,"4600 ALCOA AVE, LOS ANGELES, CA 900582416",3/28/91,Lost,10,1,9,0,34.0021862,-118.2086214
ILWU,"TRICOM SHIPPING AGENCIES, INC.","4500 E PACIFIC COAST HWY, LONG BEACH, CA 908043275",3/28/91,Won,24,12,11,0,33.7873251,-118.1409051
ILWU,"PASHA MARITIME SERVICES, INC.","802 S FRIES AVE, WILMINGTON, CA 907446415",4/16/91,Lost,6,3,3,0,33.7616349,-118.2632147
IUOE,RREEF FUNDS,"10250 SANTA MONICA BLVD, LOS ANGELES, CA 900676501",4/18/91,Won,4,2,1,0,34.0586592,-118.4190309
IBT,"BROTHERS TRANSPORTATION, INC.","11333 GREENSTONE AVE, SANTA FE SPRINGS, CA 906704618",4/19/91,Lost,2,1,1,0,33.9285248,-118.0583358
ILWU,"LINKS MARINE, INC.","2365 E SEPULVEDA BLVD, LONG BEACH, CA 908101944",4/26/91,Won,29,18,7,4,33.8059244,-118.2259431
IUOE,MORLIN MANAGEMENT CORPORATION,"660 S FIGUEROA ST, LOS ANGELES, CA 900173442",5/1/91,Lost,5,0,3,0,34.0494142,-118.2593821
SIU,"STOCKER RESOURCES, INC.","5640 S FAIRFAX AVE, LOS ANGELES, CA 900561266",5/15/91,Lost,32,3,27,0,33.9894532,-118.3610329
SMW,UNITED ENGINE LIFE,"9600 JOHN ST, SANTA FE SPRINGS, CA 906702906",5/16/91,Lost,53,13,37,0,33.9526091,-118.0619689
IBT,A.F. GILMORE CO./FARMER'S MARKET,"6301 W 3RD ST, LOS ANGELES, CA 900363154",5/17/91,Won,22,13,5,1,34.071496,-118.3582844
IATSE,AVALON ATTRACTIONS,"17835 VENTURA BLVD STE 206, ENCINO, CA 913163673",5/17/91,Won,16,15,0,0,34.1636573,-118.521367
PAT,PSYCHIATRIC CLINIC FOR YOUTH,"2801 S ATLANTIC BLVD, LOS ANGELES, CA 900402019",5/29/91,Won,11,6,4,0,33.9982337,-118.1752722
IAM,ROLLINS LEASING CORP.,"20425 HAMILTON AVE, TORRANCE, CA 905021513",6/1/91,Lost,14,4,9,0,33.8459569,-118.2870591
HERE,SPORTSMEN'S LODGE RESTAURANT,"12833 VENTURA BLVD, STUDIO CITY, CA 916042396",6/7/91,Lost,107,44,54,2,34.1456257,-118.4131961
IUOE,TIGER CENTURY ENGINEERING CO.,"1999 AVENUE OF THE STARS, LOS ANGELES, CA 900676022",6/11/91,Won,5,4,1,0,34.0588788,-118.4171318
IBT,GENERAL RENT-A-CAR,"9149 S SEPULVEDA BLVD, LOS ANGELES, CA 900454803",6/14/91,Lost,63,20,40,0,33.9537066,-118.3967839
IBT,TRADE MARK SALES CO.,"2901 E VAL VERDE CT, COMPTON, CA 902215701",6/14/91,Lost,48,19,23,0,33.8521805,-118.2099893
HERE,DOUBLE TREE HOTEL,"4100 ADMIRALTY WAY, MARINA DEL REY, CA 902926207",6/21/91,Lost,235,59,115,11,33.9822401,-118.4596403
IBT,"MAYFLOWER CONTRACT SERVICES, INC.","1415 E 3RD ST, POMONA, CA 917662200",6/21/91,Won,67,36,16,1,34.0578586,-117.7281282
IBT,"REEL SEAFOOD CO., INC.","1139 E PICO BLVD, LOS ANGELES, CA 900212223",6/27/91,Lost,8,2,6,0,34.0300246,-118.2468833
CWA,"RAM TELEPHONE & COMMUNICATIONS, INC.","1736 FLOWER ST, GLENDALE, CA 912012000",7/12/91,Lost,10,5,5,0,34.166403,-118.296723
UAW,SIERRACIN CORPORATION/TRANSTECH,"12780 SAN FERNANDO RD, SYLMAR, CA 913423728",7/18/91,Lost,274,136,137,0,34.3029699,-118.461857
CWA,"CENCOM CABLE TELEVISION, INC.","2215 W MISSION RD, ALHAMBRA, CA 918031310",7/18/91,Lost,94,27,63,2,34.0800379,-118.1489095
IBT,EL GRECO,"6510 E WASHINGTON BLVD, LOS ANGELES, CA 900401822",7/23/91,Lost,23,9,13,1,33.9982893,-118.1384953
HERE,VISCOUNT TRAVELODGE HOTEL,"9750 AIRPORT BLVD, LOS ANGELES, CA 900455404",7/25/91,Lost,153,68,75,3,33.947892,-118.3850448
GCIU,RELIABLE CONTAINER CORP.,"12029 REGENTVIEW AVE, DOWNEY, CA 902415500",7/26/91,Lost,54,7,44,0,33.92552,-118.113455
LOCAL,WORLD SERVICE MESSENGER,"9330 OSO AVE, CHATSWORTH, CA 913116014",7/26/91,Lost,11,0,10,0,34.240055,-118.5753151
UFCW,MARRIOTT CORP.,"2016 D ST, LA VERNE, CA 917505420",8/7/91,Won,18,9,5,3,34.0982161,-117.7707793
IUOE,AMERICAN LINEN,"900 N HIGHLAND AVE, LOS ANGELES, CA 900382476",8/9/91,Lost,4,1,3,0,34.0873827,-118.3382466
PAT,"AMS OPERATIONS, INC.","2131 BIXBY RD, LAKEWOOD, CA 907124101",8/14/91,Won,43,30,8,0,33.8270036,-118.166346
UAW,"DIE CAST PRODUCTS, INC.","621 W ROSECRANS AVE, GARDENA, CA 902481585",8/15/91,Lost,92,36,47,0,33.9017219,-118.2884167
GMP M,"GAINEY CERAMICS, INC.","1200 ARROW HWY, LA VERNE, CA 917505293",8/15/91,Won,77,48,23,3,34.1003173,-117.7891667
